index,Ship Mode,Predicted
20923,Standard Class,Standard Class
34764,Standard Class,Standard Class
15886,Standard Class,Standard Class
33904,Standard Class,Standard Class
19889,Standard Class,Standard Class
49448,Same Day,Standard Class
28613,First Class,Standard Class
41290,Standard Class,Standard Class
32698,Standard Class,Standard Class
4338,Second Class,Standard Class
44824,Standard Class,Standard Class
10802,Second Class,Standard Class
33945,Standard Class,Standard Class
36482,Standard Class,Standard Class
29442,Second Class,Standard Class
14174,Second Class,Standard Class
34334,Standard Class,Standard Class
4570,First Class,Standard Class
11277,First Class,
11187,First Class,Standard Class
9385,First Class,Standard Class
131,Standard Class,Standard Class
42763,Standard Class,Standard Class
38830,Standard Class,Standard Class
847,Standard Class,Standard Class
41523,Standard Class,Standard Class
9841,Same Day,Standard Class
35016,Standard Class,Standard Class
49000,Standard Class,Standard Class
19199,Standard Class,Standard Class
44837,Standard Class,Standard Class
33439,Standard Class,Standard Class
6561,Second Class,Standard Class
44725,Standard Class,Standard Class
8667,Standard Class,Standard Class
31732,Second Class,Standard Class
49044,Standard Class,Standard Class
24365,Same Day,Standard Class
28715,First Class,Standard Class
33632,Standard Class,Standard Class
39094,Standard Class,Standard Class
43279,Standard Class,Standard Class
5233,Standard Class,Standard Class
11465,Second Class,Standard Class
29149,Second Class,Standard Class
16600,Standard Class,Standard Class
16007,Standard Class,Standard Class
7133,Standard Class,Standard Class
33211,Standard Class,Standard Class
47278,Standard Class,Standard Class
12149,First Class,Standard Class
25608,Second Class,Standard Class
40565,Standard Class,Standard Class
20943,Standard Class,Standard Class
21614,Standard Class,Standard Class
10145,First Class,Standard Class
225,Standard Class,Standard Class
7709,Standard Class,Standard Class
49395,Standard Class,Standard Class
4927,Standard Class,Standard Class
32092,Second Class,Standard Class
48417,Second Class,Standard Class
34355,Standard Class,Standard Class
33202,Standard Class,Standard Class
22388,Standard Class,Standard Class
12374,Second Class,Standard Class
9272,Second Class,Standard Class
30795,First Class,Standard Class
43677,Standard Class,Standard Class
34531,Standard Class,Standard Class
16624,Standard Class,Standard Class
1288,Second Class,Standard Class
9374,First Class,
1178,Second Class,
32374,Standard Class,Standard Class
29194,Second Class,Standard Class
19598,Standard Class,Standard Class
3487,Standard Class,Standard Class
7309,Standard Class,Standard Class
23578,First Class,Standard Class
46598,Standard Class,Standard Class
12795,Same Day,Standard Class
25132,Second Class,Standard Class
18159,Standard Class,Standard Class
19887,Standard Class,Standard Class
28053,Second Class,
41254,Standard Class,Standard Class
45917,Standard Class,Standard Class
4966,Standard Class,Standard Class
25017,Second Class,
10237,Second Class,Standard Class
2475,First Class,
21672,Standard Class,Standard Class
43170,Standard Class,Standard Class
20571,Standard Class,Standard Class
38548,Standard Class,Standard Class
1020,Standard Class,Standard Class
44620,Standard Class,Standard Class
41996,Standard Class,Standard Class
9695,First Class,Standard Class
18832,Standard Class,Standard Class
40590,Standard Class,Standard Class
40278,Standard Class,Standard Class
13182,First Class,Standard Class
40195,Standard Class,Standard Class
536,Standard Class,Standard Class
34939,Standard Class,Standard Class
7584,Standard Class,Standard Class
4290,Standard Class,Standard Class
47953,Standard Class,Standard Class
47804,Standard Class,Standard Class
41132,Standard Class,Standard Class
41933,Standard Class,Standard Class
4814,Second Class,Standard Class
6771,Standard Class,Standard Class
24246,Second Class,Standard Class
9273,First Class,Standard Class
42117,Standard Class,Standard Class
36076,Standard Class,Standard Class
5591,Standard Class,Standard Class
1816,Second Class,Standard Class
43477,Standard Class,Standard Class
432,Standard Class,Standard Class
13769,First Class,Standard Class
48407,Second Class,Standard Class
5869,Second Class,Standard Class
21572,Standard Class,Standard Class
3766,First Class,Standard Class
24808,Second Class,Standard Class
15227,Second Class,Standard Class
9235,Second Class,
44891,Standard Class,Standard Class
333,Standard Class,Standard Class
27643,First Class,
34713,Standard Class,Standard Class
14869,Second Class,Standard Class
625,Standard Class,Standard Class
7748,Standard Class,Standard Class
45563,Second Class,Standard Class
24058,Second Class,
7948,Standard Class,Standard Class
27020,Same Day,Standard Class
10396,Second Class,Standard Class
19673,Standard Class,Standard Class
5747,Standard Class,Standard Class
20226,Standard Class,Standard Class
13188,First Class,Standard Class
20779,Standard Class,Standard Class
5256,Standard Class,Standard Class
6244,First Class,
2111,Same Day,Standard Class
28027,First Class,Standard Class
7587,Standard Class,Standard Class
32138,Second Class,
36126,Standard Class,Standard Class
12437,Second Class,
13327,First Class,Standard Class
912,Standard Class,Standard Class
34563,Standard Class,Standard Class
33212,Standard Class,Standard Class
3884,Standard Class,Standard Class
39124,Standard Class,Standard Class
22283,Standard Class,Standard Class
3375,First Class,
15066,Second Class,Standard Class
1747,First Class,Standard Class
5991,Same Day,Standard Class
5937,Second Class,Standard Class
39079,Standard Class,Standard Class
47809,Second Class,Standard Class
13490,First Class,Standard Class
46372,Standard Class,Standard Class
49254,Standard Class,Standard Class
8258,Standard Class,Standard Class
39406,Standard Class,Standard Class
21602,Standard Class,Standard Class
6867,Standard Class,Standard Class
48853,Second Class,Standard Class
25385,First Class,Standard Class
15273,Second Class,Standard Class
576,Standard Class,Standard Class
32423,Standard Class,Standard Class
17822,Standard Class,Standard Class
8499,Standard Class,Standard Class
33863,Standard Class,Standard Class
45555,First Class,Standard Class
7085,Standard Class,Standard Class
26088,First Class,Standard Class
43572,Standard Class,Standard Class
33963,Standard Class,Standard Class
28818,First Class,Standard Class
30716,First Class,Standard Class
33126,Standard Class,Standard Class
35970,Standard Class,Standard Class
13791,First Class,
32364,Standard Class,Standard Class
33195,Standard Class,Standard Class
23560,Same Day,Standard Class
45790,First Class,Standard Class
37929,Standard Class,Standard Class
46353,Standard Class,Standard Class
18935,Standard Class,Standard Class
3255,Standard Class,Standard Class
27417,First Class,Standard Class
33530,Standard Class,Standard Class
25485,First Class,Standard Class
32819,Standard Class,Standard Class
41903,Standard Class,Standard Class
12382,First Class,Standard Class
36702,Standard Class,Standard Class
19536,Standard Class,Standard Class
20739,Standard Class,Standard Class
26941,Second Class,Standard Class
24567,First Class,Standard Class
18666,Standard Class,Standard Class
2034,Same Day,
11812,First Class,Standard Class
32503,Standard Class,Standard Class
42050,Standard Class,Standard Class
49072,Standard Class,Standard Class
43375,Standard Class,Standard Class
18864,Standard Class,Standard Class
13910,Second Class,Standard Class
31187,Second Class,Standard Class
14173,Second Class,Standard Class
34683,Standard Class,Standard Class
4129,Standard Class,Standard Class
6273,Same Day,Standard Class
38100,Standard Class,Standard Class
5403,Standard Class,Standard Class
35215,Standard Class,Standard Class
48038,Second Class,Standard Class
27552,Second Class,Standard Class
12708,Same Day,Standard Class
32604,Standard Class,Standard Class
4522,First Class,Standard Class
44125,Standard Class,Standard Class
12668,Same Day,
46937,Standard Class,Standard Class
27714,First Class,Standard Class
41283,Standard Class,Standard Class
24977,First Class,Standard Class
7226,Standard Class,Standard Class
32865,Standard Class,Standard Class
49561,Standard Class,Standard Class
39515,Standard Class,Standard Class
42381,Standard Class,Standard Class
1355,Second Class,Standard Class
21847,Standard Class,Standard Class
37435,Standard Class,Standard Class
49569,Standard Class,Standard Class
20467,Standard Class,Standard Class
1865,Second Class,Standard Class
36249,Standard Class,Standard Class
40927,Standard Class,Standard Class
48606,Standard Class,Standard Class
32980,Standard Class,Standard Class
17308,Standard Class,Standard Class
37367,Standard Class,Standard Class
11044,First Class,Standard Class
15715,Standard Class,Standard Class
8288,Standard Class,Standard Class
22922,Standard Class,Standard Class
17742,Standard Class,Standard Class
36128,Standard Class,Standard Class
7221,Standard Class,Standard Class
35978,Standard Class,Standard Class
29143,Second Class,Standard Class
2295,First Class,Standard Class
18236,Standard Class,Standard Class
4618,Same Day,Standard Class
840,Standard Class,Standard Class
17790,Standard Class,Standard Class
13588,First Class,Standard Class
19243,Standard Class,Standard Class
5336,Standard Class,Standard Class
13375,First Class,Standard Class
13989,Second Class,Standard Class
18468,Standard Class,Standard Class
23148,Standard Class,Standard Class
47158,Standard Class,Standard Class
31928,Second Class,Standard Class
3564,Second Class,Standard Class
35758,Standard Class,Standard Class
42097,Standard Class,Standard Class
29055,First Class,Standard Class
39842,Standard Class,Standard Class
25459,First Class,
36049,Standard Class,Standard Class
11755,Second Class,Standard Class
41508,Standard Class,Standard Class
39572,Standard Class,Standard Class
14220,Second Class,Standard Class
4430,Same Day,
28264,Same Day,Standard Class
48805,Standard Class,Standard Class
16461,Standard Class,Standard Class
41015,Standard Class,Standard Class
39427,Standard Class,Standard Class
14719,Second Class,Standard Class
49314,Standard Class,Standard Class
7067,Standard Class,Standard Class
48189,Same Day,
29284,Second Class,Standard Class
3671,First Class,Standard Class
9866,Second Class,
16001,Standard Class,Standard Class
48855,Same Day,Standard Class
25982,First Class,Standard Class
46525,Standard Class,Standard Class
40532,Standard Class,Standard Class
33970,Standard Class,Standard Class
48200,Standard Class,Standard Class
17264,Standard Class,Standard Class
35953,Standard Class,Standard Class
21733,Standard Class,Standard Class
22871,Standard Class,Standard Class
13274,First Class,Standard Class
36095,Standard Class,Standard Class
15700,Standard Class,Standard Class
15986,Standard Class,Standard Class
41693,Standard Class,Standard Class
8114,Standard Class,Standard Class
1531,First Class,Standard Class
22454,Standard Class,Standard Class
7495,Standard Class,Standard Class
37742,Standard Class,Standard Class
14689,Second Class,Standard Class
30591,First Class,Standard Class
4605,Second Class,Standard Class
34204,Standard Class,Standard Class
28561,First Class,
11696,First Class,Standard Class
48686,Standard Class,Standard Class
6706,Standard Class,Standard Class
28888,First Class,Standard Class
19426,Standard Class,Standard Class
36430,Standard Class,Standard Class
7251,Standard Class,Standard Class
15732,Standard Class,Standard Class
19738,Standard Class,Standard Class
20711,Standard Class,Standard Class
3193,Second Class,Standard Class
14983,Second Class,Standard Class
16777,Standard Class,Standard Class
13457,First Class,Standard Class
8061,Standard Class,Standard Class
21111,Standard Class,Standard Class
43519,Standard Class,Standard Class
23302,Standard Class,Standard Class
6493,First Class,
21270,Standard Class,Standard Class
14206,Second Class,Standard Class
33377,Standard Class,Standard Class
11192,Second Class,Standard Class
23413,Standard Class,Standard Class
23826,First Class,Standard Class
39694,Standard Class,Standard Class
31318,Second Class,Standard Class
44255,Standard Class,Standard Class
24012,Second Class,
1850,First Class,Standard Class
23061,Standard Class,Standard Class
3848,Second Class,Standard Class
41763,Standard Class,Standard Class
30663,First Class,Standard Class
6227,Second Class,Standard Class
37155,Standard Class,Standard Class
37713,Standard Class,Standard Class
8691,Standard Class,Standard Class
6217,Second Class,Standard Class
28114,Second Class,Standard Class
41918,Standard Class,Standard Class
48172,Standard Class,Standard Class
5676,Standard Class,Standard Class
41434,Standard Class,Standard Class
24773,Second Class,
3496,Same Day,Standard Class
27984,First Class,Standard Class
41302,Standard Class,Standard Class
23577,Same Day,
46313,Second Class,Standard Class
18109,Standard Class,Standard Class
1027,Standard Class,Standard Class
39033,Standard Class,Standard Class
9380,First Class,Standard Class
41400,Standard Class,Standard Class
2908,Standard Class,Standard Class
37329,Standard Class,Standard Class
35475,Standard Class,Standard Class
36223,Standard Class,Standard Class
21296,Standard Class,Standard Class
2352,Same Day,Standard Class
48459,Second Class,Standard Class
44770,Standard Class,Standard Class
12963,First Class,
42568,Standard Class,Standard Class
13130,First Class,Standard Class
28334,Same Day,Standard Class
522,Standard Class,Standard Class
3206,Standard Class,Standard Class
18334,Standard Class,Standard Class
5790,Standard Class,Standard Class
9672,Second Class,Standard Class
22669,Standard Class,Standard Class
18172,Standard Class,Standard Class
674,Standard Class,Standard Class
48538,Standard Class,Standard Class
43737,Standard Class,Standard Class
46475,Standard Class,Standard Class
10521,First Class,Standard Class
7002,Standard Class,Standard Class
41017,Standard Class,Standard Class
9308,First Class,Standard Class
30556,First Class,Standard Class
36878,Standard Class,Standard Class
8921,Standard Class,Standard Class
9462,Second Class,Standard Class
18438,Standard Class,Standard Class
14638,Second Class,Standard Class
32306,Standard Class,Standard Class
18021,Standard Class,Standard Class
30264,First Class,Standard Class
20847,Standard Class,Standard Class
10393,Second Class,Standard Class
20149,Standard Class,Standard Class
4269,Standard Class,Standard Class
32146,Second Class,
45190,Standard Class,Standard Class
37261,Standard Class,Standard Class
19085,Standard Class,Standard Class
43305,Standard Class,Standard Class
4904,Standard Class,Standard Class
33328,Standard Class,Standard Class
48262,Second Class,Standard Class
40587,Standard Class,Standard Class
31547,Second Class,Standard Class
40496,Standard Class,Standard Class
40700,Standard Class,Standard Class
33830,Standard Class,Standard Class
3737,Second Class,Standard Class
14054,Second Class,Standard Class
41502,Standard Class,Standard Class
36871,Standard Class,Standard Class
37457,Standard Class,Standard Class
2821,Standard Class,Standard Class
13583,First Class,Standard Class
11186,Second Class,Standard Class
48254,First Class,Standard Class
24688,Second Class,Standard Class
23561,Second Class,Standard Class
17935,Standard Class,Standard Class
19376,Standard Class,Standard Class
8265,Standard Class,Standard Class
20269,Standard Class,Standard Class
35156,Standard Class,Standard Class
14765,Second Class,Standard Class
16116,Standard Class,Standard Class
45591,Standard Class,Standard Class
13233,First Class,Standard Class
5024,Standard Class,Standard Class
49304,Standard Class,Standard Class
4902,Standard Class,Standard Class
37934,Standard Class,Standard Class
20074,Standard Class,Standard Class
32926,Standard Class,Standard Class
13642,First Class,Standard Class
35889,Standard Class,Standard Class
1520,First Class,
36111,Standard Class,Standard Class
14397,Second Class,
39878,Standard Class,Standard Class
29807,Second Class,
40267,Standard Class,Standard Class
20008,Standard Class,Standard Class
25524,Second Class,Standard Class
2545,Standard Class,Standard Class
5183,Standard Class,Standard Class
2986,Standard Class,Standard Class
13939,Second Class,Standard Class
4743,Second Class,Standard Class
14569,Second Class,Standard Class
18074,Standard Class,Standard Class
23077,Standard Class,Standard Class
24899,Second Class,Standard Class
23444,Standard Class,Standard Class
22351,Standard Class,Standard Class
16134,Standard Class,Standard Class
17014,Standard Class,Standard Class
35867,Standard Class,Standard Class
7681,Standard Class,Standard Class
41858,Standard Class,Standard Class
29206,Second Class,Standard Class
14412,Second Class,Standard Class
13695,First Class,Standard Class
45236,Standard Class,Standard Class
31561,Second Class,Standard Class
26182,First Class,Standard Class
27002,First Class,Standard Class
34696,Standard Class,Standard Class
2322,First Class,Standard Class
49060,Standard Class,Standard Class
11352,Second Class,
40130,Standard Class,Standard Class
16322,Standard Class,Standard Class
44993,Standard Class,Standard Class
32304,Standard Class,Standard Class
9619,First Class,Standard Class
950,Standard Class,Standard Class
27169,Same Day,
35914,Standard Class,Standard Class
24623,First Class,Standard Class
47895,First Class,
20585,Standard Class,Standard Class
1326,Second Class,Standard Class
38176,Standard Class,Standard Class
15246,Second Class,Standard Class
49063,Standard Class,Standard Class
5577,Standard Class,Standard Class
20707,Standard Class,Standard Class
6642,Second Class,Standard Class
30507,First Class,Standard Class
3447,First Class,Standard Class
44389,Standard Class,Standard Class
49220,Standard Class,Standard Class
22106,Standard Class,Standard Class
15207,Second Class,Standard Class
28394,Same Day,Standard Class
32296,Standard Class,Standard Class
28869,First Class,Standard Class
16785,Standard Class,Standard Class
30800,First Class,Standard Class
254,Standard Class,Standard Class
32566,Standard Class,Standard Class
46779,Standard Class,Standard Class
33271,Standard Class,Standard Class
12939,First Class,
26792,First Class,
46329,Second Class,Standard Class
36993,Standard Class,Standard Class
35323,Standard Class,Standard Class
36039,Standard Class,Standard Class
6608,First Class,Standard Class
712,Standard Class,Standard Class
2942,Standard Class,Standard Class
36674,Standard Class,Standard Class
22261,Standard Class,Standard Class
22682,Standard Class,Standard Class
26527,Second Class,Standard Class
45337,Standard Class,Standard Class
30210,First Class,Standard Class
43199,Standard Class,Standard Class
41438,Standard Class,Standard Class
11162,Second Class,Standard Class
1200,Second Class,Standard Class
4782,First Class,Standard Class
48477,Second Class,Standard Class
44801,Standard Class,Standard Class
38358,Standard Class,Standard Class
47775,Standard Class,Standard Class
8312,Standard Class,Standard Class
35269,Standard Class,Standard Class
23176,Standard Class,Standard Class
16185,Standard Class,Standard Class
5836,First Class,Standard Class
450,Standard Class,Standard Class
16862,Standard Class,Standard Class
7528,Standard Class,Standard Class
35496,Standard Class,Standard Class
34266,Standard Class,Standard Class
19511,Standard Class,Standard Class
25680,Same Day,
23975,Second Class,Standard Class
22885,Standard Class,Standard Class
33440,Standard Class,Standard Class
35371,Standard Class,Standard Class
23727,Second Class,Standard Class
27419,Second Class,Standard Class
48544,Standard Class,Standard Class
4,Standard Class,Standard Class
29375,Second Class,Standard Class
34440,Standard Class,Standard Class
43114,Standard Class,Standard Class
12947,First Class,Standard Class
47437,Same Day,
7560,Standard Class,Standard Class
11284,Second Class,Standard Class
17039,Standard Class,Standard Class
45770,First Class,Standard Class
41112,Standard Class,Standard Class
14491,Second Class,Standard Class
29828,Second Class,Standard Class
10103,Second Class,Standard Class
48551,Same Day,Standard Class
13816,First Class,
37152,Standard Class,Standard Class
36218,Standard Class,Standard Class
23597,First Class,
24715,Second Class,Standard Class
43759,Standard Class,Standard Class
25201,Second Class,Standard Class
42954,Standard Class,Standard Class
3402,First Class,
22072,Standard Class,Standard Class
4762,Second Class,Standard Class
39182,Standard Class,Standard Class
15838,Standard Class,Standard Class
10327,Second Class,
9919,Second Class,Standard Class
3205,Standard Class,Standard Class
13936,Second Class,Standard Class
8418,Standard Class,Standard Class
36900,Standard Class,Standard Class
38222,Standard Class,Standard Class
28179,First Class,
38192,Standard Class,Standard Class
25503,Second Class,Standard Class
26823,Same Day,
15241,Second Class,Standard Class
21012,Standard Class,Standard Class
22586,Standard Class,Standard Class
18949,Standard Class,Standard Class
48865,Standard Class,Standard Class
49593,Second Class,Standard Class
31767,Second Class,Standard Class
19850,Standard Class,Standard Class
49066,Standard Class,Standard Class
23073,Standard Class,Standard Class
20764,Standard Class,Standard Class
1840,First Class,
39273,Standard Class,Standard Class
17724,Standard Class,Standard Class
17258,Standard Class,Standard Class
12287,Second Class,Standard Class
34652,Standard Class,Standard Class
11750,Same Day,Standard Class
26,Standard Class,Standard Class
44112,Standard Class,Standard Class
3004,Standard Class,Standard Class
37241,Standard Class,Standard Class
44285,Standard Class,Standard Class
31720,Second Class,Standard Class
7275,Standard Class,Standard Class
37528,Standard Class,Standard Class
46167,Second Class,
735,Standard Class,Standard Class
26385,Second Class,Standard Class
36172,Standard Class,Standard Class
45941,Standard Class,Standard Class
21679,Standard Class,Standard Class
16597,Standard Class,Standard Class
42708,Standard Class,Standard Class
43282,Standard Class,Standard Class
24063,Second Class,Standard Class
26086,First Class,Standard Class
39174,Standard Class,Standard Class
40838,Standard Class,Standard Class
15280,Standard Class,Standard Class
5290,Standard Class,Standard Class
19863,Standard Class,Standard Class
39438,Standard Class,Standard Class
12813,Same Day,
29493,Second Class,Standard Class
4730,Same Day,
14529,Second Class,Standard Class
27153,Second Class,Standard Class
47787,Same Day,Standard Class
27558,Second Class,Standard Class
37304,Standard Class,Standard Class
21961,Standard Class,Standard Class
13635,First Class,Standard Class
35991,Standard Class,Standard Class
32818,Standard Class,Standard Class
6423,Second Class,Standard Class
992,Standard Class,Standard Class
45411,First Class,
42109,Standard Class,Standard Class
15960,Standard Class,Standard Class
3625,Standard Class,Standard Class
12682,Same Day,Standard Class
23712,Second Class,Standard Class
4573,Second Class,Standard Class
21144,Standard Class,Standard Class
27206,First Class,Standard Class
33619,Standard Class,Standard Class
28636,First Class,
20551,Standard Class,Standard Class
1969,First Class,Standard Class
20398,Standard Class,Standard Class
10559,First Class,
26704,Second Class,Standard Class
11152,Same Day,Standard Class
45124,Standard Class,Standard Class
13221,First Class,Standard Class
9958,First Class,Standard Class
5448,Standard Class,Standard Class
39601,Standard Class,Standard Class
13467,First Class,
1580,Same Day,Standard Class
6117,Second Class,Standard Class
13611,First Class,
38543,Standard Class,Standard Class
22513,Standard Class,Standard Class
13929,Second Class,Standard Class
31308,Second Class,Standard Class
28890,First Class,Standard Class
42841,Standard Class,Standard Class
39655,Standard Class,Standard Class
6065,First Class,Standard Class
27841,First Class,Standard Class
38459,Standard Class,Standard Class
3528,Standard Class,Standard Class
28445,Same Day,Standard Class
49412,Standard Class,Standard Class
36273,Standard Class,Standard Class
23201,Standard Class,Standard Class
32516,Standard Class,Standard Class
28215,Second Class,Standard Class
18450,Standard Class,Standard Class
27188,First Class,Standard Class
10628,Second Class,Standard Class
6554,Second Class,Standard Class
40253,Standard Class,Standard Class
20742,Standard Class,Standard Class
13757,First Class,Standard Class
37322,Standard Class,Standard Class
19932,Standard Class,Standard Class
10908,Same Day,Standard Class
5490,Standard Class,Standard Class
22324,Standard Class,Standard Class
12950,First Class,Standard Class
15938,Standard Class,Standard Class
6226,Second Class,Standard Class
18422,Standard Class,Standard Class
27095,Second Class,Standard Class
39859,Standard Class,Standard Class
46309,First Class,Standard Class
13462,First Class,Standard Class
38005,Standard Class,Standard Class
2739,Standard Class,Standard Class
24129,Second Class,
23152,Standard Class,Standard Class
39256,Standard Class,Standard Class
42880,Standard Class,Standard Class
45189,Second Class,
9396,First Class,
16899,Standard Class,Standard Class
5112,Standard Class,Standard Class
13886,Second Class,
3494,First Class,Standard Class
47272,Standard Class,Standard Class
34888,Standard Class,Standard Class
29891,Second Class,Standard Class
10703,First Class,
31340,Second Class,
26612,Second Class,Standard Class
4739,Second Class,
20619,Standard Class,Standard Class
45661,Second Class,
28900,First Class,Standard Class
24132,First Class,
31135,Second Class,Standard Class
26648,Second Class,Standard Class
44048,Standard Class,Standard Class
15437,Standard Class,Standard Class
18453,Standard Class,Standard Class
42397,Standard Class,Standard Class
16141,Standard Class,Standard Class
28676,First Class,Standard Class
33048,Standard Class,Standard Class
13224,First Class,
9821,First Class,Standard Class
11562,First Class,
39475,Standard Class,Standard Class
47023,Second Class,Standard Class
30034,First Class,
10808,Same Day,Standard Class
38634,Standard Class,Standard Class
748,Standard Class,Standard Class
29928,Second Class,Standard Class
18600,Standard Class,Standard Class
31425,Second Class,Standard Class
39164,Standard Class,Standard Class
35434,Standard Class,Standard Class
5624,Standard Class,Standard Class
48711,Standard Class,Standard Class
38525,Standard Class,Standard Class
6497,Second Class,
32997,Standard Class,Standard Class
40315,Standard Class,Standard Class
34977,Standard Class,Standard Class
6985,Standard Class,Standard Class
23229,Standard Class,Standard Class
39120,Standard Class,Standard Class
8096,Standard Class,Standard Class
42501,Standard Class,Standard Class
8068,Standard Class,Standard Class
46749,Standard Class,Standard Class
18740,Standard Class,Standard Class
1183,Second Class,Standard Class
43963,Standard Class,Standard Class
43700,Standard Class,Standard Class
32095,Second Class,Standard Class
695,Standard Class,Standard Class
5633,Standard Class,Standard Class
4595,First Class,
8965,Standard Class,Standard Class
14524,Second Class,
11918,Same Day,Standard Class
9219,First Class,Standard Class
662,Standard Class,Standard Class
2174,Same Day,Standard Class
1098,Standard Class,Standard Class
28878,First Class,Standard Class
5124,Standard Class,Standard Class
36104,Standard Class,Standard Class
5679,Standard Class,Standard Class
2396,Second Class,Standard Class
8053,Standard Class,Standard Class
1220,Second Class,Standard Class
1229,Second Class,Standard Class
36486,Standard Class,Standard Class
22926,Standard Class,Standard Class
859,Standard Class,Standard Class
18083,Standard Class,Standard Class
4440,Second Class,Standard Class
8591,Standard Class,Standard Class
45546,Standard Class,Standard Class
44042,Standard Class,Standard Class
17428,Standard Class,Standard Class
8159,Standard Class,Standard Class
23146,Standard Class,Standard Class
45842,Standard Class,Standard Class
30036,First Class,
46121,First Class,Standard Class
28191,Second Class,Standard Class
48803,Standard Class,Standard Class
28536,First Class,
25133,Second Class,Standard Class
7822,Standard Class,Standard Class
7831,Standard Class,Standard Class
27050,Second Class,Standard Class
45039,Standard Class,Standard Class
15411,Standard Class,Standard Class
26966,Same Day,Standard Class
38249,Standard Class,Standard Class
15606,Standard Class,Standard Class
49143,Second Class,
49100,Standard Class,Standard Class
32740,Standard Class,Standard Class
44741,Standard Class,Standard Class
49177,Standard Class,Standard Class
21630,Standard Class,Standard Class
35126,Standard Class,Standard Class
35041,Standard Class,Standard Class
14950,Second Class,Standard Class
33226,Standard Class,Standard Class
44577,Standard Class,Standard Class
25871,First Class,
33777,Standard Class,Standard Class
49492,Standard Class,Standard Class
2746,Standard Class,Standard Class
32246,Second Class,Standard Class
44167,Standard Class,Standard Class
7720,Standard Class,Standard Class
22510,Standard Class,Standard Class
33734,Standard Class,Standard Class
11312,Second Class,Standard Class
42021,Standard Class,Standard Class
22898,Standard Class,Standard Class
7032,Standard Class,Standard Class
40862,Standard Class,Standard Class
23819,Second Class,Standard Class
18583,Standard Class,Standard Class
48617,Second Class,
28947,First Class,Standard Class
44534,Standard Class,Standard Class
2265,First Class,Standard Class
32963,Standard Class,Standard Class
39914,Standard Class,Standard Class
11141,Second Class,
32230,Second Class,Standard Class
45519,Standard Class,Standard Class
28075,Second Class,Standard Class
25817,First Class,
15170,Second Class,Standard Class
12409,Same Day,Standard Class
22013,Standard Class,Standard Class
22333,Standard Class,Standard Class
29235,Second Class,Standard Class
38423,Standard Class,Standard Class
39244,Standard Class,Standard Class
34625,Standard Class,Standard Class
40794,Standard Class,Standard Class
16144,Standard Class,Standard Class
33826,Standard Class,Standard Class
20104,Standard Class,Standard Class
45203,Standard Class,Standard Class
37590,Standard Class,Standard Class
35107,Standard Class,Standard Class
44114,Standard Class,Standard Class
41493,Standard Class,Standard Class
512,Standard Class,Standard Class
26702,Second Class,Standard Class
26445,Second Class,
10059,Second Class,Standard Class
17119,Standard Class,Standard Class
33316,Standard Class,Standard Class
35482,Standard Class,Standard Class
5467,Standard Class,Standard Class
31136,Second Class,Standard Class
2064,First Class,Standard Class
27655,First Class,
40944,Standard Class,Standard Class
25413,First Class,Standard Class
11723,Second Class,Standard Class
39651,Standard Class,Standard Class
9860,First Class,Standard Class
2157,Second Class,Standard Class
24368,Second Class,
24632,First Class,Standard Class
20789,Standard Class,Standard Class
13163,First Class,Standard Class
29204,Second Class,Standard Class
41347,Standard Class,Standard Class
27106,First Class,Standard Class
6979,Standard Class,Standard Class
8702,Standard Class,Standard Class
48925,Same Day,Standard Class
22215,Standard Class,Standard Class
43630,Standard Class,Standard Class
48941,Standard Class,Standard Class
34871,Standard Class,Standard Class
24581,First Class,Standard Class
21163,Standard Class,Standard Class
13134,First Class,Standard Class
10355,Second Class,
18839,Standard Class,Standard Class
41498,Standard Class,Standard Class
18742,Standard Class,Standard Class
380,Standard Class,Standard Class
19471,Standard Class,Standard Class
43058,Standard Class,Standard Class
10921,First Class,Standard Class
1149,Standard Class,Standard Class
49338,Standard Class,Standard Class
22813,Standard Class,Standard Class
39681,Standard Class,Standard Class
8452,Standard Class,Standard Class
45596,Standard Class,Standard Class
24497,First Class,
20580,Standard Class,Standard Class
18843,Standard Class,Standard Class
8609,Standard Class,Standard Class
26551,Second Class,Standard Class
17537,Standard Class,Standard Class
26371,Second Class,Standard Class
5955,Same Day,Standard Class
10742,Second Class,Standard Class
36550,Standard Class,Standard Class
27045,Second Class,Standard Class
29193,Second Class,Standard Class
13159,First Class,Standard Class
461,Standard Class,Standard Class
27829,First Class,Standard Class
10799,Second Class,
12625,Same Day,
44747,Standard Class,Standard Class
36473,Standard Class,Standard Class
33503,Standard Class,Standard Class
30346,First Class,Standard Class
48094,Standard Class,Standard Class
6897,Standard Class,Standard Class
34909,Standard Class,Standard Class
31607,Second Class,Standard Class
25159,First Class,Standard Class
26472,Second Class,
8619,Standard Class,Standard Class
24643,First Class,Standard Class
41891,Standard Class,Standard Class
18399,Standard Class,Standard Class
33751,Standard Class,Standard Class
10143,Second Class,
9366,First Class,Standard Class
34273,Standard Class,Standard Class
20122,Standard Class,Standard Class
37532,Standard Class,Standard Class
14537,Second Class,Standard Class
23462,Standard Class,Standard Class
6832,Standard Class,Standard Class
33257,Standard Class,Standard Class
35736,Standard Class,Standard Class
42792,Standard Class,Standard Class
39688,Standard Class,Standard Class
26988,First Class,Standard Class
43326,Standard Class,Standard Class
12061,Second Class,Standard Class
37695,Standard Class,Standard Class
