,Order Priority,Market,Sales,Quantity,Shipping Cost,Discount,City,State,Country,Region,product category,Ship Mode
24430,3,0,93.42,2,10.9,0.0,3018,455,57,4,2,Standard Class
24431,3,0,518.67,3,23.49,0.0,3018,455,57,4,2,Standard Class
24432,3,0,333.66,2,17.48,0.0,3018,455,57,4,2,Standard Class
24433,3,0,83.28,4,3.41,0.0,3018,455,57,4,1,Standard Class
24434,3,0,802.265,5,42.67,0.07,887,1068,58,11,2,Standard Class
24435,3,0,76.2564,4,3.69,0.47,887,1068,58,11,1,Standard Class
24436,3,0,21.72,2,0.19,0.0,3090,445,65,8,1,Standard Class
24437,3,0,364.74,2,30.62,0.0,3090,445,65,8,0,Standard Class
24438,3,0,761.4,6,47.69,0.0,3090,445,65,8,2,Standard Class
24439,0,0,1590.6,5,493.2,0.0,3297,380,57,4,2,First Class
24440,0,0,189.63,7,30.44,0.0,3297,380,57,4,1,First Class
24441,0,0,281.88,3,50.43,0.0,3297,380,57,4,0,First Class
24442,3,0,975.186,2,58.2,0.1,3473,699,6,9,1,Second Class
24443,1,0,767.52,6,132.73,0.0,2027,1012,57,4,1,Second Class
24444,3,0,166.83,1,7.11,0.0,2404,1047,57,4,2,Standard Class
24445,1,0,34.02,3,6.37,0.0,3130,845,77,11,1,Second Class
24446,3,0,109.593,9,0.34,0.1,2056,1028,6,9,1,Standard Class
24447,3,0,871.08,7,65.84,0.0,2470,778,20,11,2,Second Class
24448,1,0,45.54,3,5.76,0.0,877,274,57,4,1,Standard Class
24449,2,0,23.6385,3,2.56,0.15,1970,686,101,11,1,Standard Class
24450,2,0,149.985,5,11.94,0.45,1970,686,101,11,1,Standard Class
24451,2,0,375.165,3,64.03,0.25,1970,686,101,11,2,Standard Class
24452,2,0,568.269,6,82.96,0.35,1970,686,101,11,2,Standard Class
24453,3,0,70.848,2,4.43,0.1,2536,699,6,9,1,Second Class
24454,3,0,85.455,5,12.07,0.1,2536,699,6,9,0,Second Class
24455,3,0,86.94,4,9.31,0.1,2536,699,6,9,1,Second Class
24456,3,0,187.785,5,8.05,0.1,2536,699,6,9,2,Second Class
24457,3,0,120.96,8,11.94,0.1,2536,699,6,9,1,Second Class
24458,1,0,13.872,2,1.95,0.15,1970,686,101,11,1,Standard Class
24459,1,0,70.6035,1,4.99,0.45,1970,686,101,11,1,Standard Class
24460,1,0,143.82,6,13.94,0.0,3088,462,26,8,1,Standard Class
24461,1,0,71.37,3,6.78,0.0,3088,462,26,8,1,Standard Class
24462,1,0,22.26,2,3.08,0.0,3088,462,26,8,1,Standard Class
24463,3,0,598.995,5,31.22,0.1,26,919,6,9,0,Standard Class
24464,3,0,228.96,5,8.75,0.1,26,919,6,9,1,Standard Class
24465,3,0,159.624,8,10.17,0.1,26,919,6,9,0,Standard Class
24466,3,0,40.23,9,3.32,0.5,3270,1002,83,8,1,Standard Class
24467,1,0,1122.17,6,133.13,0.1,2263,699,6,9,1,Standard Class
24468,1,0,263.196,4,32.39,0.1,2263,699,6,9,2,Standard Class
24469,0,0,83.34,2,30.85,0.0,1606,340,65,8,1,First Class
24470,3,0,417.42,6,40.41,0.0,2583,589,57,4,0,Standard Class
24471,3,0,1154.96,8,59.64,0.17,1488,452,58,11,2,Standard Class
24472,3,0,181.895,3,7.52,0.17,1488,452,58,11,2,Standard Class
24473,3,0,33.4656,6,1.99,0.17,1488,452,58,11,1,Standard Class
24474,3,0,28.17,1,1.38,0.0,3090,476,65,8,2,Standard Class
24475,3,0,66.33,3,2.65,0.0,274,491,57,4,1,Second Class
24476,3,0,149.58,1,10.04,0.0,274,491,57,4,0,Second Class
24477,1,0,260.4,7,41.42,0.0,3084,957,126,8,1,Standard Class
24478,1,0,520.02,9,40.33,0.0,3084,957,126,8,0,Standard Class
24479,3,0,109.8,2,9.49,0.0,274,491,57,4,1,Second Class
24480,3,0,307.44,3,50.14,0.0,1845,890,26,8,2,First Class
24481,1,0,417.42,6,58.04,0.0,1554,473,0,4,0,Standard Class
24482,3,0,145.32,2,11.0,0.0,2936,491,57,4,2,Standard Class
24483,3,0,13.26,1,1.33,0.0,2936,491,57,4,1,Standard Class
24484,0,0,445.237,1,103.2,0.17,275,120,129,11,1,Same Day
24485,1,0,254.016,12,32.26,0.1,492,816,6,9,1,Standard Class
24486,2,0,89.46,3,13.82,0.0,1305,1081,26,8,1,Standard Class
24487,1,0,459.513,3,73.91,0.1,747,699,6,9,0,Standard Class
24488,1,0,1403.08,6,220.54,0.1,747,699,6,9,2,Standard Class
24489,1,0,119.64,2,12.96,0.0,1571,589,57,4,0,Same Day
24490,1,0,66.96,3,10.55,0.0,1571,589,57,4,0,Same Day
24491,1,0,575.64,4,86.47,0.0,1571,589,57,4,2,Same Day
24492,1,0,408.3,10,55.76,0.0,1311,403,26,8,1,Second Class
24493,1,0,1976.56,9,175.62,0.1,2263,699,6,9,2,Same Day
24494,1,0,121.23,9,7.64,0.0,3059,380,57,4,1,Standard Class
24495,1,0,1180.09,5,104.37,0.3,3408,699,6,9,0,Standard Class
24496,3,0,798.75,3,67.43,0.0,1908,805,57,4,2,Standard Class
24497,3,0,887.46,14,86.53,0.0,3247,491,57,4,0,Standard Class
24498,3,0,144.72,1,10.22,0.0,2181,403,26,8,0,Standard Class
24499,3,0,248.22,2,27.21,0.0,2181,403,26,8,0,Standard Class
24500,3,0,44.1228,4,2.8,0.17,273,456,58,11,1,Second Class
24501,3,0,43.2087,1,4.66,0.27,273,456,58,11,0,Second Class
24502,3,0,78.3552,7,4.59,0.47,273,456,58,11,1,Second Class
24503,1,0,187.83,3,16.25,0.0,2946,464,26,8,1,Second Class
24504,1,0,34.11,3,6.13,0.0,2946,464,26,8,1,Second Class
24505,0,0,247.455,3,80.95,0.35,1970,686,101,11,2,First Class
24506,0,0,104.692,3,15.93,0.25,1970,686,101,11,2,First Class
24507,0,0,49.104,3,18.11,0.45,1970,686,101,11,1,First Class
24508,3,0,63.36,3,6.96,0.0,1571,589,57,4,1,Second Class
24509,3,0,96.66,2,3.72,0.1,943,699,6,9,1,Standard Class
24510,1,0,190.17,3,22.27,0.0,2594,462,26,8,0,Second Class
24511,3,0,95.64,4,8.71,0.0,2921,891,26,8,1,Standard Class
24512,3,0,101.64,7,7.26,0.0,2921,891,26,8,1,Standard Class
24513,3,0,497.7,3,26.2,0.0,2921,891,26,8,0,Standard Class
24514,3,0,1391.04,3,61.1,0.0,2921,891,26,8,0,Standard Class
24515,3,0,324.48,8,10.8,0.0,2921,891,26,8,1,Standard Class
24516,3,0,17.88,2,2.14,0.0,3487,462,26,8,1,Second Class
24517,3,0,191.61,3,16.51,0.0,3487,462,26,8,0,Second Class
24518,3,0,3707.35,11,298.44,0.07,2399,941,58,11,0,Standard Class
24519,3,0,3547.44,10,162.31,0.2,2206,677,65,8,0,Standard Class
24520,1,0,125.4,5,13.15,0.0,3489,889,26,8,1,Standard Class
24521,3,0,291.78,2,10.82,0.0,1536,823,57,4,0,Standard Class
24522,3,0,1845.72,4,109.52,0.0,1536,823,57,4,0,Standard Class
24523,3,0,38.9709,3,0.06,0.47,275,120,129,11,1,Second Class
24524,1,0,504.9,3,62.62,0.0,2917,883,77,11,0,Standard Class
24525,1,0,254.16,3,18.49,0.0,2917,883,77,11,0,Standard Class
24526,3,0,91.98,7,7.99,0.0,1494,380,57,4,1,Standard Class
24527,3,0,707.52,8,58.83,0.0,1494,380,57,4,2,Standard Class
24528,3,0,58.02,1,1.93,0.0,672,960,57,4,0,Standard Class
24529,3,0,279.54,2,22.04,0.0,672,960,57,4,2,Standard Class
24530,3,0,203.76,6,14.44,0.0,672,960,57,4,1,Standard Class
24531,3,0,98.22,2,10.23,0.0,672,960,57,4,1,Standard Class
24532,0,0,125.415,5,28.69,0.1,26,919,6,9,1,Second Class
24533,3,0,6.48,1,0.56,0.1,3408,699,6,9,1,Standard Class
24534,3,0,2068.33,5,166.04,0.1,3408,699,6,9,0,Standard Class
24535,3,0,9.774,1,0.72,0.1,3408,699,6,9,1,Standard Class
24536,3,0,27.864,3,1.65,0.1,3408,699,6,9,1,Standard Class
24537,3,0,219.78,5,5.98,0.1,3408,699,6,9,1,Standard Class
24538,3,0,24.192,4,0.91,0.1,3408,699,6,9,1,Standard Class
24539,3,0,166.8,4,11.71,0.0,3204,136,26,8,1,Standard Class
24540,1,0,379.809,3,69.28,0.1,26,919,6,9,1,Standard Class
24541,1,0,1210.63,9,148.38,0.1,26,919,6,9,0,Standard Class
24542,1,0,326.97,7,37.36,0.1,26,919,6,9,0,Standard Class
24543,1,0,181.44,8,18.29,0.1,26,919,6,9,0,Standard Class
24544,1,0,70.875,5,9.58,0.1,26,919,6,9,1,Standard Class
24545,1,0,466.128,2,52.68,0.1,26,919,6,9,2,Standard Class
24546,1,0,969.084,9,133.56,0.1,26,919,6,9,2,Standard Class
24547,1,0,20.574,2,2.46,0.1,26,919,6,9,1,Standard Class
24548,1,0,119.88,5,18.2,0.1,26,919,6,9,1,Standard Class
24549,3,0,54.18,6,3.22,0.0,901,277,10,4,1,First Class
24550,3,0,33.15,5,1.11,0.0,670,898,26,8,1,Standard Class
24551,1,0,1564.56,4,160.28,0.0,3059,380,57,4,0,Second Class
24552,0,0,43.5,5,15.52,0.0,1571,589,57,4,1,Second Class
24553,3,0,96.6,2,3.97,0.0,2596,403,26,8,1,Same Day
24554,3,0,21.6,2,3.71,0.0,2596,403,26,8,1,Same Day
24555,3,0,62.0646,2,4.54,0.27,1488,452,58,11,0,Standard Class
24556,1,0,248.55,5,32.28,0.0,854,403,26,8,1,Second Class
24557,1,0,498.42,3,32.95,0.0,854,403,26,8,0,Second Class
24558,1,0,1378.17,3,189.75,0.0,854,403,26,8,0,Second Class
24559,1,0,13.38,1,1.88,0.0,854,403,26,8,1,Second Class
24560,1,0,12.06,2,1.31,0.0,854,403,26,8,1,Second Class
24561,1,0,1358.28,7,163.42,0.0,854,403,26,8,0,Second Class
24562,3,0,220.185,6,14.61,0.25,1945,686,101,11,0,Second Class
24563,3,0,751.258,3,71.71,0.17,1366,410,143,11,1,First Class
24564,3,0,65.6613,3,7.86,0.17,1366,410,143,11,1,First Class
24565,3,0,97.2345,1,7.36,0.17,1488,452,58,11,2,Standard Class
24566,3,0,38.3985,5,2.58,0.47,1488,452,58,11,1,Standard Class
24567,3,0,23.532,4,1.2,0.47,1488,452,58,11,1,Standard Class
24568,3,0,38.4345,1,2.96,0.27,1488,452,58,11,1,Standard Class
24569,3,0,29.8059,1,2.12,0.27,1488,452,58,11,0,Standard Class
24570,3,0,17.928,2,2.09,0.17,1488,452,58,11,1,Second Class
24571,3,0,83.7894,2,9.23,0.27,1488,452,58,11,0,Second Class
24572,3,0,1431.81,5,51.91,0.1,2056,1028,6,9,2,Standard Class
24573,3,0,354.861,3,31.27,0.1,2056,1028,6,9,0,Standard Class
24574,3,0,948.618,2,38.97,0.1,2056,1028,6,9,1,Standard Class
24575,3,0,21.546,6,1.32,0.1,2056,1028,6,9,1,Standard Class
24576,3,0,27.12,4,3.73,0.0,1536,823,57,4,1,Same Day
24577,3,0,530.22,2,48.5,0.0,1536,823,57,4,2,Same Day
24578,3,0,1168.44,7,92.34,0.0,1554,473,0,4,2,Standard Class
24579,3,0,94.68,2,3.05,0.0,1554,473,0,4,0,Standard Class
24580,3,0,33.57,3,3.15,0.0,1554,473,0,4,1,Standard Class
24581,3,0,31.62,1,2.17,0.0,2933,371,26,8,1,Standard Class
24582,3,0,246.9,2,0.88,0.0,2933,371,26,8,0,Standard Class
24583,3,0,98.7,5,3.86,0.0,2933,371,26,8,1,Standard Class
24584,3,0,251.64,3,17.27,0.0,2966,906,112,11,2,Standard Class
24585,3,0,1409.76,3,84.21,0.0,2621,227,57,4,0,Standard Class
24586,3,0,59.82,2,6.75,0.0,2621,227,57,4,1,Standard Class
24587,3,0,107.76,4,6.99,0.0,219,148,57,4,1,Standard Class
24588,3,0,26.37,3,1.36,0.0,219,148,57,4,1,Standard Class
24589,3,0,894.42,3,57.43,0.0,335,136,26,8,2,Standard Class
24590,3,0,180.6,7,12.69,0.0,335,136,26,8,1,Standard Class
24591,3,0,176.61,7,6.86,0.0,335,136,26,8,1,Standard Class
24592,2,0,50.94,3,6.95,0.0,1305,1081,26,8,1,Standard Class
24593,2,0,54.0,4,4.87,0.0,1305,1081,26,8,1,Standard Class
24594,2,0,94.68,2,12.15,0.0,1305,1081,26,8,0,Standard Class
24595,2,0,119.88,3,13.83,0.0,1305,1081,26,8,2,Standard Class
24596,2,0,36.72,3,3.57,0.0,1305,1081,26,8,1,Standard Class
24597,2,0,14.28,1,1.8,0.0,1305,1081,26,8,1,Standard Class
24598,2,0,213.36,7,24.97,0.0,1305,1081,26,8,1,Standard Class
24599,1,0,60.6,2,6.28,0.0,1311,403,26,8,1,Second Class
24600,1,0,825.36,2,99.7,0.0,1311,403,26,8,0,Second Class
24601,1,0,22.74,2,3.19,0.0,1311,403,26,8,1,Second Class
24602,2,0,110.31,3,15.1,0.27,1962,943,58,11,0,Standard Class
24603,3,0,30.51,2,1.08,0.1,2345,699,6,9,1,Second Class
24604,3,0,528.93,2,48.95,0.1,2345,699,6,9,2,Second Class
24605,1,0,101.01,7,18.02,0.0,644,464,26,8,1,Standard Class
24606,1,0,48.42,1,6.41,0.0,644,464,26,8,1,Standard Class
24607,1,0,111.72,7,11.18,0.0,644,464,26,8,1,Standard Class
24608,1,0,73.92,2,10.99,0.0,644,464,26,8,1,Standard Class
24609,3,0,2761.2,6,209.38,0.0,1678,845,77,11,0,Standard Class
24610,1,0,145.044,4,10.61,0.1,1929,816,6,9,2,Standard Class
24611,1,0,110.376,8,12.28,0.1,1929,816,6,9,1,Standard Class
24612,1,0,988.632,8,74.15,0.1,1929,816,6,9,1,Standard Class
24613,1,0,501.3,5,42.99,0.25,1970,686,101,11,0,Standard Class
24614,1,0,449.874,6,82.37,0.1,897,967,6,9,2,Second Class
24615,1,0,43.362,2,8.94,0.1,897,967,6,9,1,Second Class
24616,1,0,347.49,3,60.79,0.1,897,967,6,9,2,Second Class
24617,1,0,843.318,14,156.62,0.1,897,967,6,9,1,Second Class
24618,1,0,268.164,4,57.55,0.1,897,967,6,9,2,Second Class
24619,1,0,65.772,4,8.72,0.1,897,967,6,9,1,Second Class
24620,3,0,21.06,3,1.66,0.0,3064,462,26,8,1,Standard Class
24621,3,0,393.937,4,34.54,0.27,3057,458,58,11,0,Standard Class
24622,3,0,10.9281,1,1.21,0.27,3057,458,58,11,1,Standard Class
24623,3,0,515.088,8,27.37,0.27,3057,458,58,11,0,Standard Class
24624,3,0,164.88,3,16.01,0.0,652,555,26,8,1,Second Class
24625,3,0,333.9,2,26.05,0.0,652,555,26,8,0,Second Class
24626,3,0,264.9,5,29.41,0.0,652,555,26,8,0,Second Class
24627,0,0,95.94,2,16.3,0.0,1311,403,26,8,1,First Class
24628,0,0,1092.96,3,304.16,0.0,1311,403,26,8,0,First Class
24629,0,0,100.8,2,30.86,0.0,1311,403,26,8,2,First Class
24630,0,0,37.98,2,16.89,0.0,1311,403,26,8,0,First Class
24631,0,0,731.34,2,328.35,0.0,1311,403,26,8,0,First Class
24632,3,0,12.69,1,0.98,0.0,1755,401,26,8,1,Standard Class
24633,3,0,28.08,3,2.11,0.0,1755,401,26,8,1,Standard Class
24634,3,0,58.65,5,3.77,0.0,1755,401,26,8,1,Standard Class
24635,3,0,23.01,1,1.57,0.0,1755,401,26,8,1,Standard Class
24636,1,0,39.5661,7,4.34,0.17,340,456,58,11,1,Same Day
24637,1,0,54.2826,6,6.36,0.47,340,456,58,11,1,Same Day
24638,3,0,158.42,2,8.22,0.37,275,120,129,11,2,Second Class
24639,3,0,145.74,7,3.53,0.0,1810,898,26,8,1,Standard Class
24640,3,0,48.2088,8,5.1,0.47,885,112,58,11,1,Standard Class
24641,3,0,121.163,1,6.7,0.17,885,112,58,11,2,Standard Class
24642,1,0,884.952,8,109.29,0.1,2056,1028,6,9,2,Second Class
24643,1,0,19.656,2,1.05,0.1,2056,1028,6,9,1,Second Class
24644,3,0,20.5425,1,1.3,0.45,238,189,101,11,1,Second Class
24645,3,0,1000.91,5,143.09,0.25,238,189,101,11,2,Second Class
24646,3,0,180.6,4,9.36,0.0,1702,1071,26,8,0,Standard Class
24647,3,0,850.35,5,94.52,0.0,1702,1071,26,8,2,Standard Class
24648,3,0,236.16,6,24.66,0.0,1702,1071,26,8,1,Standard Class
24649,3,0,1241.28,4,106.27,0.0,1702,1071,26,8,1,Standard Class
24650,1,0,488.16,4,86.33,0.0,901,277,10,4,0,Second Class
24651,1,0,434.64,4,4.24,0.0,901,277,10,4,0,Second Class
24652,1,0,125.73,1,10.14,0.0,901,277,10,4,2,Second Class
24653,3,0,727.536,2,37.41,0.2,2640,805,96,4,0,Standard Class
24654,3,0,26.4,2,1.34,0.0,670,898,26,8,1,Second Class
24655,3,0,190.44,4,26.14,0.0,1571,589,57,4,1,First Class
24656,3,0,803.52,9,202.06,0.0,1571,589,57,4,0,First Class
24657,3,0,371.336,9,36.57,0.27,1488,452,58,11,0,Standard Class
24658,3,0,209.16,2,6.69,0.17,1488,452,58,11,2,Standard Class
24659,3,0,240.331,3,16.05,0.27,1488,452,58,11,0,Standard Class
24660,1,0,152.496,2,22.12,0.1,1929,816,6,9,0,Standard Class
24661,1,0,477.576,6,59.77,0.1,1929,816,6,9,2,Standard Class
24662,1,0,2046.19,5,432.15,0.1,1929,816,6,9,0,Standard Class
24663,1,0,224.046,3,26.13,0.1,1929,816,6,9,2,Standard Class
24664,1,0,12.96,3,0.22,0.1,1929,816,6,9,1,Standard Class
24665,1,0,448.578,3,49.04,0.1,1929,816,6,9,0,Standard Class
24666,1,0,88.965,5,14.53,0.1,1929,816,6,9,1,Standard Class
24667,3,0,27.6,2,2.0,0.0,1693,762,77,11,1,Standard Class
24668,3,0,156.15,5,6.04,0.0,1693,762,77,11,1,Standard Class
24669,3,0,10.74,1,0.91,0.0,1237,371,26,8,1,Standard Class
24670,3,0,41.55,5,5.11,0.0,1237,371,26,8,1,Standard Class
24671,3,0,1818.84,4,78.03,0.0,1237,371,26,8,0,Standard Class
24672,3,0,239.28,2,11.5,0.0,1237,371,26,8,2,Standard Class
24673,0,0,47.25,2,11.81,0.1,2263,699,6,9,1,Second Class
24674,0,0,361.584,8,104.12,0.1,2263,699,6,9,1,Second Class
24675,0,0,209.952,4,31.58,0.1,2263,699,6,9,1,Second Class
24676,0,0,87.075,5,29.95,0.1,2263,699,6,9,1,Second Class
24677,0,0,84.132,2,17.97,0.1,2263,699,6,9,1,Second Class
24678,1,0,364.59,3,64.91,0.0,1304,981,26,8,0,First Class
24679,1,0,18.99,3,5.43,0.0,1304,981,26,8,1,First Class
24680,3,0,27.6378,2,3.43,0.27,1488,452,58,11,1,Second Class
24681,3,0,33.96,4,2.62,0.0,1389,462,26,8,1,Standard Class
24682,3,0,168.237,3,11.6,0.1,2056,1028,6,9,0,Standard Class
24683,3,0,107.325,3,6.43,0.1,1186,816,6,9,2,Standard Class
24684,3,0,23.76,2,0.62,0.1,1186,816,6,9,1,Standard Class
24685,3,0,39.5412,2,2.08,0.17,3515,1062,87,11,1,Standard Class
24686,3,0,50.1984,3,3.07,0.17,3515,1062,87,11,1,Standard Class
24687,1,0,591.703,2,90.59,0.07,3123,456,58,11,2,First Class
24688,1,0,63.3615,5,6.28,0.47,3123,456,58,11,1,First Class
24689,1,0,238.293,5,55.57,0.17,3123,456,58,11,1,First Class
24690,1,0,363.447,3,53.11,0.1,492,816,6,9,1,Same Day
24691,3,0,56.97,3,5.16,0.0,1681,414,55,8,0,Standard Class
24692,3,0,407.04,8,17.16,0.0,1681,414,55,8,1,Standard Class
24693,3,0,100.92,2,7.88,0.0,1681,414,55,8,1,Standard Class
24694,3,0,1091.25,3,78.16,0.0,1681,414,55,8,0,Standard Class
24695,1,0,32.67,5,0.86,0.1,2263,699,6,9,1,First Class
24696,1,0,153.414,6,24.69,0.1,2263,699,6,9,1,First Class
24697,1,0,314.991,2,33.67,0.07,2047,946,58,11,0,Same Day
24698,1,0,22.0752,2,4.77,0.27,2047,946,58,11,1,Same Day
24699,1,0,221.184,8,12.57,0.1,2263,699,6,9,1,Standard Class
24700,1,0,111.888,2,15.06,0.1,2263,699,6,9,1,Standard Class
24701,1,0,924.966,7,79.61,0.1,2263,699,6,9,0,Standard Class
24702,1,0,138.6,7,22.85,0.0,126,555,26,8,1,First Class
24703,1,0,724.8,2,205.55,0.0,126,555,26,8,0,First Class
24704,1,0,24.96,2,3.75,0.0,2966,906,112,11,1,Standard Class
24705,1,0,134.55,5,15.65,0.0,2966,906,112,11,1,Standard Class
24706,1,0,1215.36,8,178.88,0.0,2966,906,112,11,2,Standard Class
24707,1,0,51.66,2,6.0,0.0,2966,906,112,11,1,Standard Class
24708,1,0,639.6,5,68.55,0.0,901,277,10,4,1,Second Class
24709,1,0,146.4,2,22.65,0.0,864,892,26,8,2,Standard Class
24710,1,0,46.71,3,4.41,0.0,864,892,26,8,1,Standard Class
24711,3,0,257.688,2,16.85,0.1,2263,699,6,9,0,Standard Class
24712,3,0,956.124,3,75.67,0.1,3456,919,6,9,2,Standard Class
24713,3,0,99.144,6,20.21,0.1,519,1051,6,9,1,First Class
24714,3,0,1652.4,4,170.7,0.1,897,967,6,9,0,Second Class
24715,3,0,138.834,3,12.44,0.1,897,967,6,9,1,Second Class
24716,3,0,217.188,2,22.01,0.1,897,967,6,9,2,Second Class
24717,3,0,26.649,3,2.35,0.1,897,967,6,9,1,Second Class
24718,3,0,43.578,3,1.92,0.1,897,967,6,9,1,Second Class
24719,3,0,46.845,5,5.59,0.1,897,967,6,9,1,Second Class
24720,1,0,789.93,3,119.7,0.0,1604,851,65,8,2,Standard Class
24721,1,0,51.63,1,9.44,0.0,1604,851,65,8,1,Standard Class
24722,1,0,12.3,2,1.46,0.0,1604,851,65,8,1,Standard Class
24723,3,0,85.5414,2,6.18,0.27,1307,980,143,11,0,First Class
24724,1,0,61.0791,1,7.42,0.27,3515,1062,87,11,0,Second Class
24725,1,0,22.659,1,2.16,0.17,3515,1062,87,11,1,Second Class
24726,1,0,489.086,14,63.01,0.17,3515,1062,87,11,1,Second Class
24727,1,0,37.7982,3,8.26,0.17,3515,1062,87,11,1,Second Class
24728,1,0,4.8,1,0.35,0.0,399,379,26,8,1,Standard Class
24729,1,0,17.61,1,1.84,0.0,399,379,26,8,0,Standard Class
24730,1,0,158.58,6,14.07,0.0,399,379,26,8,1,Standard Class
24731,1,0,471.0,5,26.39,0.0,399,379,26,8,0,Standard Class
24732,3,0,67.878,6,2.35,0.1,1851,699,6,9,1,Standard Class
24733,3,0,330.075,3,36.03,0.1,1851,699,6,9,2,Standard Class
24734,1,0,69.03,3,19.83,0.0,1523,890,26,8,1,First Class
24735,1,0,3298.26,7,589.36,0.0,1523,890,26,8,0,First Class
24736,3,0,44.022,4,4.67,0.45,1970,686,101,11,1,Standard Class
24737,3,0,25.872,2,0.83,0.45,1970,686,101,11,1,Standard Class
24738,3,0,61.02,6,2.11,0.0,219,148,57,4,1,Standard Class
24739,1,0,497.7,3,90.51,0.0,864,892,26,8,0,Standard Class
24740,1,0,26.52,2,3.97,0.0,864,892,26,8,1,Standard Class
24741,1,0,38.4,4,6.85,0.0,864,892,26,8,1,Standard Class
24742,3,0,72.24,2,4.76,0.0,3570,421,26,8,2,Standard Class
24743,3,0,62.1,9,2.57,0.0,3570,421,26,8,1,Standard Class
24744,3,0,1548.36,4,98.59,0.0,3570,421,26,8,0,Standard Class
24745,3,0,60.06,2,4.75,0.0,3487,424,26,8,1,Standard Class
24746,3,0,15.66,2,1.29,0.0,3487,424,26,8,1,Standard Class
24747,3,0,46.26,3,2.12,0.0,3487,424,26,8,1,Standard Class
24748,3,0,221.13,7,13.28,0.0,3432,890,26,8,1,Standard Class
24749,3,0,1175.4,4,78.63,0.0,3432,890,26,8,2,Standard Class
24750,3,0,1391.76,3,30.72,0.0,3432,890,26,8,0,Standard Class
24751,3,0,124.95,5,10.37,0.0,3432,890,26,8,0,Standard Class
24752,3,0,442.2,5,34.29,0.0,3432,890,26,8,2,Standard Class
24753,0,0,3916.08,6,25.3,0.0,1495,461,57,4,2,First Class
24754,0,0,53.76,4,14.6,0.0,1495,461,57,4,1,First Class
24755,3,0,56.52,2,2.77,0.0,3059,380,57,4,1,Standard Class
24756,3,0,574.02,3,23.9,0.0,3059,380,57,4,2,Standard Class
24757,3,0,732.78,9,53.53,0.0,3059,380,57,4,0,Standard Class
24758,1,0,176.88,2,8.73,0.0,2933,371,26,8,2,Standard Class
24759,3,0,85.5,2,4.91,0.0,1517,464,26,8,1,Second Class
24760,1,0,497.16,4,44.47,0.0,1759,421,26,8,2,Second Class
24761,0,0,39.15,3,13.09,0.0,2925,371,26,8,1,First Class
24762,0,0,161.94,2,45.18,0.0,2925,371,26,8,2,First Class
24763,3,0,40.95,3,2.9,0.0,3353,47,57,4,1,Standard Class
24764,3,0,93.18,2,6.2,0.0,3353,47,57,4,1,Standard Class
24765,0,0,504.36,4,147.23,0.0,2068,136,26,8,2,First Class
24766,3,0,105.18,2,6.27,0.0,1598,211,89,4,1,Standard Class
24767,3,0,289.26,6,9.81,0.0,1598,211,89,4,0,Standard Class
24768,3,0,47.94,2,3.92,0.0,1598,211,89,4,1,Standard Class
24769,3,0,141.66,6,6.29,0.0,1598,211,89,4,1,Standard Class
24770,3,0,75.69,3,7.56,0.0,1598,211,89,4,1,Standard Class
24771,3,0,175.68,4,18.91,0.0,1598,211,89,4,1,Standard Class
24772,3,0,1027.2,8,117.45,0.0,1667,503,57,4,1,Second Class
24773,1,0,234.576,6,27.66,0.1,2603,699,6,9,2,Second Class
24774,1,0,55.08,5,7.34,0.1,2603,699,6,9,1,Second Class
24775,1,0,756.9,2,137.43,0.0,2927,1081,26,8,2,Standard Class
24776,1,0,224.55,3,14.05,0.0,2927,1081,26,8,1,Standard Class
24777,3,0,59.94,3,4.1,0.1,520,816,6,9,1,Standard Class
24778,1,0,29.97,3,6.06,0.1,2056,1028,6,9,1,Standard Class
24779,1,0,951.72,2,299.12,0.0,2937,1060,65,8,0,Same Day
24780,1,0,600.3,5,78.63,0.0,2937,1060,65,8,2,Same Day
24781,3,0,311.76,6,20.14,0.0,3186,47,57,4,0,Standard Class
24782,3,0,170.91,9,9.14,0.0,1907,1012,57,4,1,Standard Class
24783,3,0,899.55,3,76.34,0.0,1907,1012,57,4,1,Standard Class
24784,3,0,199.26,3,14.02,0.0,1364,484,65,8,2,Second Class
24785,3,0,8.82,2,0.79,0.0,2933,371,26,8,1,Second Class
24786,3,0,293.88,2,28.3,0.0,644,464,26,8,2,Standard Class
24787,3,0,3180.75,5,260.29,0.0,1057,555,26,8,2,Standard Class
24788,1,0,60.96,2,4.35,0.0,3174,981,26,8,1,First Class
24789,1,0,79.5,2,10.73,0.0,3174,981,26,8,2,First Class
24790,1,0,49.44,4,11.13,0.0,3174,981,26,8,1,First Class
24791,1,0,120.84,4,3.59,0.0,3174,981,26,8,1,First Class
24792,1,0,232.62,2,16.71,0.0,3174,981,26,8,0,First Class
24793,1,0,364.32,1,12.81,0.0,3174,981,26,8,0,First Class
24794,1,0,106.02,2,19.32,0.0,3174,981,26,8,0,First Class
24795,1,0,49.59,3,3.83,0.0,3174,981,26,8,1,First Class
24796,1,0,521.82,3,95.74,0.0,3174,981,26,8,0,First Class
24797,1,0,538.44,4,96.84,0.0,3174,981,26,8,1,First Class
24798,1,0,95.1,2,13.2,0.0,3174,981,26,8,1,First Class
24799,1,0,67.92,4,10.84,0.0,3174,981,26,8,1,First Class
24800,1,0,82.89,3,5.99,0.0,3174,981,26,8,1,First Class
24801,0,0,90.828,2,17.5,0.1,3067,699,6,9,1,Second Class
